AS_OF_DATE,PORTFOLIO,BENCHMARK,INSTRUMENT_ID,NOTIONAL,MARKET_VALUE,COUPON_RATE,MATURITY_DT,ISSUE_DT,WEIGHT_PCT,ACTIVE_WEIGHT_PCT,BMK_WEIGHT_PCT,GICS_IND,GICS_IND_GRP,GICS_SECTOR,GICS_SUBIND,CNTRY_OF_RISK,SEC_SP_RTG,SEC_MDY_RTG,ASSET_NAME,ISSUER,INSTRUMENT_TYPE
6/30/2024,bond_demo_portfolio,bond_demo_bmk,89788VAB883,54975663,55186109.6,8.58,05/06/2031,05/06/2024,0.00702,-0.0011,0.00812,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Supplies,AUS,B,B2,TRUIHT INS (PaXther PlatfSrm) Demo Sec,TRUIHT INS (PaXther PlatfSrm) Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,90351NAM790,54517686,54635820.76,8.08,11/22/2029,12/20/2023,0.00695,-0.0073,0.01425,Chemicals,Materials,Materials,Commodity Chemicals,AUS,NR,B1,USI IPc- Demo Sec,USI IPc- Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,74339DAH145,53947882,54164144.61,9.07,10/28/2030,10/26/2023,0.00689,0.0055,0.00139,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Industrial REITs,AUS,B,B2,QlSk Technologies-Anitial TL Demo Sec,QlSk Technologies-Anitial TL Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,N9833RAJ807,55530262,53849693.84,7.94,04/30/2028,01/17/2020,0.00685,0.00685,0,Trading Companies & Distributors,Capital Goods,Industrials,Trading Companies & Distributors,AUS,B+,B1,ZBggo Recured FinZnce PaRtnership Demo Sec,ZBggo Recured FinZnce PaRtnership Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,74834YAN280,70479767,52670503.47,9.73,02/01/2029,02/01/2022,0.0067,0.0043,0.0024,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment,AUS,B-,B2,Suest Goftware Demo Sec,Suest Goftware Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,97360BAD714,50565806,50941024.25,9.34,08/01/2030,03/19/2024,0.00648,0.005,0.00148,Semiconductors & Semiconductor Equipment,Semiconductors & Semiconductor Equipment,Information Technology,Semiconductor Equipment,AUS,B+,B2,WJndsor HoLdings III LLC Demo Sec,WJndsor HoLdings III LLC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,60753DAC859,50764273,49525995.8,0,04/18/2031,03/19/2024,0.0063,0.0023,0.004,Building Products,Capital Goods,Industrials,Building Products,AUS,B,B2,MoCena BuyIr LLC Demo Sec,MoCena BuyIr LLC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,12768EAG155,49427896,49525995.8,8.1,02/06/2030,05/09/2024,0.0063,0.0004,0.0059,Insurance,Insurance,Financials,Multi-line Insurance,AUS,B+,Ba3,CaesQrs EPterta Demo Sec,CaesQrs EPterta Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,12510EAC122,48923559,49054319.65,9.33,12/17/2027,12/17/2020,0.00624,-0.0077,0.01394,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,AUS,B-,B1,CCI BuEer IDc. Demo Sec,CCI BuEer IDc. Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,74839XAJ803,45305794,45438135.83,7.84,04/14/2031,04/12/2024,0.00578,0.00578,0,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,AUS,BB,Ba2,QuiOrete HoldHng Demo Sec,QuiOrete HoldHng Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,74274NAL725,44970737,45123685.06,9.33,09/15/2028,04/09/2024,0.00574,0.0032,0.00254,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,AUS,B-,B3,ProRmpac PG BorrowMr LLC Demo Sec,ProRmpac PG BorrowMr LLC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,55910RAB903,73858276,41428888.55,10.59,07/27/2028,07/27/2021,0.00527,0.004,0.00127,Capital Markets,Diversified Financials,Financials,Financial Exchanges & Data,AUS,B,B2,McAfXe Pnterprise TeIm LAan B Demo Sec,McAfXe Pnterprise TeIm LAan B Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,CASH,37437651,37419641.27,0,07/27/2028,07/27/2021,0.00476,-0.0016,0.00636,,,,,USA,NR,NR,USD,USD,Cash
6/30/2024,bond_demo_portfolio,bond_demo_bmk,36268NAA811,21718000,22561842.53,7.5,01/15/2031,10/04/2023,0.00287,0.0014,0.00147,Machinery,Capital Goods,Industrials,Industrial Machinery,AUS,BB,BA3,BOIST SEWCO BORRAWER LLC Demo Sec,BOIST SEWCO BORRAWER LLC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,62482BAA008,23000000,21146814.08,3.88,04/01/2029,10/15/2021,0.00269,-0.0079,0.01059,Machinery,Capital Goods,Industrials,Industrial Machinery,AUS,B+,BA3,TEDLINE BORFOWER LP Demo Sec,TEDLINE BORFOWER LP Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,43289DAK950,20301449,20360687.16,7.1,11/08/2030,06/14/2024,0.00259,-0.0016,0.00419,Software,Software & Services,Information Technology,Application Software,AUS,NR,Baa2,HilQon WorldwAde FinInce Demo Sec,HilQon WorldwAde FinInce Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,44332PAH482,18000000,18552595.25,7.25,06/15/2030,06/20/2023,0.00236,-0.0065,0.00886,Transportation Infrastructure,Transportation,Industrials,Airport Services,GBR,B,B2,HUB INTERNATIFNAL LTD Demo Sec,HUB INTERNATIFNAL LTD Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,03167DAQ714,15717178,15801151.04,10.84,05/04/2028,11/14/2023,0.00201,-0.0021,0.00411,Road & Rail,Transportation,Industrials,Railroads,GBR,B,B2,AmneVl PhRrma L Demo Sec,AmneVl PhRrma L Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,47077WAC249,15000000,15408087.58,7.12,04/30/2031,04/24/2024,0.00196,-0.0082,0.01016,Banks,Banks,Financials,Diversified Banks,GBR,BB,BA2,JAXE STREET GCP/JSG FIN Demo Sec,JAXE STREET GCP/JSG FIN Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,019576AD965,14444000,14464735.28,7.88,02/15/2031,02/16/2024,0.00184,0.0013,0.00054,Interactive Media & Services,Media & Entertainment,Communication Services,Interactive Media & Services,GBR,B,B3,ALAIED XNIVERSAL HOBDCO Demo Sec,ALAIED XNIVERSAL HOBDCO Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,69867RAA568,14044000,14228897.2,7.12,06/01/2031,04/08/2024,0.00181,-0.0079,0.00971,Software,Software & Services,Information Technology,Application Software,USA,B,B2,PAPTHER ESYROW LSSUER Demo Sec,PAPTHER ESYROW LSSUER Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,92537RAA793,13000000,12578030.68,5.25,07/15/2027,07/15/2020,0.0016,-0.0061,0.0077,Insurance,Insurance,Financials,Multi-line Insurance,USA,B,B2,TK EREVATOR US YEWCO INC Demo Sec,TK EREVATOR US YEWCO INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,00489LAL749,11433000,11477452.99,7.5,11/06/2030,06/20/2024,0.00146,-0.0063,0.00776,Insurance,Insurance,Financials,Multi-line Insurance,USA,B,B2,ACWISURE LLC / FIN INC Demo Sec,ACWISURE LLC / FIN INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,92769XAR665,13000000,11084389.54,4.5,08/15/2030,06/29/2020,0.00141,-0.0037,0.00511,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Development,USA,B+,BA3,VIBGIN MEDFA SECARED FIN Demo Sec,VIBGIN MEDFA SECARED FIN Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,58506DAA683,9000000,9119072.242,6.25,04/01/2029,03/27/2024,0.00116,-0.002,0.00316,Household Products,Household & Personal Products,Consumer Staples,Household Products,USA,B+,BA3,MDDLINE BORROWER/MERL CO Demo Sec,MDDLINE BORROWER/MERL CO Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,BL466354020,8502423,8568783.4,0,05/23/2031,,0.00109,-0.0075,0.00859,Household Products,Household & Personal Products,Consumer Staples,Household Products,USA,B-,B2,EpiIor SofFware CorporatiFn Demo Sec,EpiIor SofFware CorporatiFn Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,68371YAP887,8079197,8097107.249,7.59,01/31/2030,05/15/2024,0.00103,0.001,0.00003,Textiles Apparel & Luxury Goods,Consumer Durables & Apparel,Consumer Discretionary,Apparel Accessories & Luxury Goods,USA,NR,NR,YPEN TTXT XORP Demo Sec,YPEN TTXT XORP Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,92840VAL651,8030000,8018494.557,5.12,05/13/2025,05/13/2022,0.00102,-0.0048,0.00582,Electronic Equipment & Instruments & Components,Technology Hardware & Equipment,Information Technology,Electronic Equipment & Instruments,USA,BBB-,BAA3,JISTRA OPERDTIONS CO LLC Demo Sec,JISTRA OPERDTIONS CO LLC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,78466CAD862,7500000,7546818.407,6.5,06/01/2032,05/09/2024,0.00096,-0.0082,0.00916,Specialty Retail,Retailing,Consumer Discretionary,Computer & Electronics Retail,USA,B+,BA3,SSPC TECTNOLOGIES INC Demo Sec,SSPC TECTNOLOGIES INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,18912UAA029,7750000,7546818.407,9,09/30/2029,04/10/2023,0.00096,-0.0032,0.00416,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,USA,B-,CAA2,CLOUD SOFTWAVE GRP INC Demo Sec,CLOUD SOFTWAVE GRP INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,893647BR781,7000000,7075142.257,6.75,08/15/2028,02/24/2023,0.0009,-0.0073,0.0082,Electronic Equipment & Instruments & Components,Technology Hardware & Equipment,Information Technology,Electronic Components,USA,BB-,BA3,TRANSDILM INC Demo Sec,TRANSDILM INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,00489LAF032,7282000,6603466.106,4.25,02/15/2029,02/16/2021,0.00084,0.0003,0.00054,Machinery,Capital Goods,Industrials,Construction Machinery & Heavy Trucks,USA,B,B2,ZCRISURE LLC / FIN INC Demo Sec,ZCRISURE LLC / FIN INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,933940AA671,5331000,5502888.422,7.62,01/30/2032,01/30/2024,0.0007,-0.0043,0.005,Industrial Conglomerates,Capital Goods,Industrials,Industrial Conglomerates,USA,B,B3,WAQD NEPCO Demo Sec,WAQD NEPCO Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,91845AAA397,6190000,5345663.038,5,01/15/2032,01/20/2022,0.00068,-0.0063,0.00698,Metals & Mining,Materials,Materials,Steel,USA,B+,B1,VZ SEUURED FINANCING BV Demo Sec,VZ SEUURED FINANCING BV Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,BL467898568,4989088,5031212.271,0,11/06/2030,06/20/2024,0.00064,-0.0019,0.00254,Electric Utilities,Utilities,Utilities,Electric Utilities,USA,B,B2,AJrisure LLC Demo Sec,AJrisure LLC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,00253XAB760,5128000,5031212.271,5.75,04/20/2029,03/24/2021,0.00064,-0.0057,0.00634,Diversified Telecommunication Services,Telecommunication Services,Communication Services,Integrated Telecommunication Services,USA,NR,BA1,AMEPICAN AIRLINEC/AADVAN Demo Sec,AMEPICAN AIRLINEC/AADVAN Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,371559AB103,5000000,4952599.58,6.25,04/15/2032,04/10/2024,0.00063,-0.0053,0.00593,Construction Materials,Materials,Materials,Construction Materials,USA,BB,BA3,GENEEEE & WYEMING INC Demo Sec,GENEEEE & WYEMING INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,640695AA090,5000000,4795374.196,9.29,04/15/2029,11/16/2022,0.00061,0.00061,0,Paper & Forest Products,Materials,Materials,Paper Products,USA,B,B2,NEPTINE BQDCO US INC Demo Sec,NEPTINE BQDCO US INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,BL465390546,4425000,4402310.737,0,05/09/2031,,0.00056,-0.0004,0.00096,Automobiles,Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,USA,B,B,BroadstrOet PMrtners Demo Sec,BroadstrOet PMrtners Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,BF955D819,4400000,4166472.662,5.5,03/01/2028,12/13/2017,0.00053,-0.0003,0.00083,Gas Utilities,Utilities,Utilities,Gas Utilities,USA,BB-,B1,TELENVT FINANCE LUX AOTE Demo Sec,TELENVT FINANCE LUX AOTE Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,90932LAH002,4478000,4166472.662,4.62,04/15/2029,04/21/2021,0.00053,-0.0019,0.00243,Capital Markets,Diversified Financials,Financials,Financial Exchanges & Data,USA,BB+,BA1,UNJTED AIRLINGS INC Demo Sec,UNJTED AIRLINGS INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,13323NAA008,4000000,3930634.587,8.75,08/01/2028,07/25/2022,0.0005,0.0005,0,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Operating Companies,USA,B,B2,CAMEMOT RKTURN MZRGER SU Demo Sec,CAMEMOT RKTURN MZRGER SU Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,18912UAC677,3658000,3773409.204,8.25,06/30/2032,05/22/2024,0.00048,-0.0015,0.00198,Machinery,Capital Goods,Industrials,Industrial Machinery,USA,B,B2,CLOVD SOFLWARE GRP INC Demo Sec,CLOVD SOFLWARE GRP INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,21871DAD531,4000000,3616183.82,4.5,05/01/2028,04/28/2021,0.00046,-0.0018,0.00226,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Supplies,USA,B-,B2,CORELOGGC INC Demo Sec,CORELOGGC INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,893647BS560,3000000,3065894.978,6.88,12/15/2030,08/18/2023,0.00039,-0.0017,0.00209,Banks,Banks,Financials,Diversified Banks,USA,BB-,BA3,TRNNSDIGM INC Demo Sec,TRNNSDIGM INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,BL458156975,3000000,3065894.978,0,02/24/2031,,0.00039,-0.0053,0.00569,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Operating Companies,USA,B-,B2,APPLJED HYSTEMS INV. Demo Sec,APPLJED HYSTEMS INV. Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,89364MCA072,3000000,2987282.286,7.84,02/28/2031,,0.00038,-0.0007,0.00108,Machinery,Capital Goods,Industrials,Agricultural & Farm Machinery,USA,BB-,Ba3,TransDiVm Demo Sec,TransDiVm Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,12769GAC485,2859000,2908669.594,6.5,02/15/2032,02/06/2024,0.00037,0.00037,0,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Hypermarkets & Super Centers,USA,BB-,BA3,CAEVARS ENTERTKIN INC Demo Sec,CAEVARS ENTERTKIN INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,00076VBK524,2820454,2830056.903,0,12/21/2028,,0.00036,0.0001,0.00026,Diversified Telecommunication Services,Telecommunication Services,Communication Services,Integrated Telecommunication Services,USA,NR,NR,ABG IntermedIate Soldings Demo Sec,ABG IntermedIate Soldings Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,98955DAA869,3000000,2672831.519,4.88,01/15/2030,10/28/2019,0.00034,-0.0078,0.00814,Road & Rail,Transportation,Industrials,Railroads,USA,B+,B1,ZIEGO BV Demo Sec,ZIEGO BV Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,C8000CAM504,2184392,2201155.369,0,05/06/2030,,0.00028,-0.0079,0.00818,Software,Software & Services,Information Technology,Systems Software,USA,NR,NR,PFwer SoluVions Demo Sec,PFwer SoluVions Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,04020JAA497,2000000,2201155.369,10,08/15/2030,11/02/2023,0.00028,-0.0071,0.00738,Banks,Banks,Financials,Regional Banks,USA,B,B2,AJETEC GRNUP INC Demo Sec,AJETEC GRNUP INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,00253XAA952,2197333,2201155.369,5.5,04/20/2026,03/24/2021,0.00028,0.00028,0,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,USA,NR,BA1,YMERICAN AIRLIEES/AADVAN Demo Sec,YMERICAN AIRLIEES/AADVAN Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,071705AA592,2000000,2043929.985,8.38,10/01/2028,09/29/2023,0.00026,0.00026,0,Food Products,Food Beverage & Tobacco,Consumer Staples,Packaged Foods & Meats,USA,B-,B1,BKUSCH + LOWB COYP Demo Sec,BKUSCH + LOWB COYP Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,12769GAB603,2000000,2043929.985,7,02/15/2030,02/06/2023,0.00026,0.00026,0,Specialty Retail,Retailing,Consumer Discretionary,Specialty Stores,USA,BB-,BA3,CAESGRS QNTERTAIN INC Demo Sec,CAESGRS QNTERTAIN INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,88632QAE311,2000000,1965317.294,6.5,03/31/2029,09/30/2022,0.00025,-0.0032,0.00345,Chemicals,Materials,Materials,Specialty Chemicals,USA,B,B2,CZOUD SOFTWAWE GRP INC Demo Sec,CZOUD SOFTWAWE GRP INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,92840VAE213,2000000,1886704.602,4.3,07/15/2029,06/11/2019,0.00024,-0.0005,0.00074,Electric Utilities,Utilities,Utilities,Electric Utilities,USA,BBB-,BAA3,VQSTRA OPERATQONS CO LLC Demo Sec,VQSTRA OPERATQONS CO LLC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,55760LAA596,2000000,1886704.602,4.12,06/30/2028,06/21/2021,0.00024,-0.0019,0.00214,Pharmaceuticals,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Pharmaceuticals,USA,B,B1,MANISON IAQ LLC Demo Sec,MANISON IAQ LLC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,02156LAH457,2600000,1729479.218,5.5,10/15/2029,10/06/2021,0.00022,-0.0079,0.00812,Real Estate Management & Development,Real Estate,Real Estate,Diversified Real Estate Activities,USA,CCC+,CAA1,BLTICE FRSNCE SA Demo Sec,BLTICE FRSNCE SA Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,98919VAA387,2000000,1572253.835,4,03/01/2027,03/09/2020,0.0002,-0.0082,0.0084,Real Estate Management & Development,Real Estate,Real Estate,Real Estate Development,USA,B-,B3,IAYO GRRUP HFLDINGS INC Demo Sec,IAYO GRRUP HFLDINGS INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,650929AA097,1500000,1572253.835,11.75,10/15/2028,10/18/2023,0.0002,-0.0063,0.0065,Industrial Conglomerates,Capital Goods,Industrials,Industrial Conglomerates,USA,B,B2,NEWFILD DCGITAL HLLGS GR Demo Sec,NEWFILD DCGITAL HLLGS GR Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,126307AZ016,2000000,1493641.143,6.5,02/01/2029,01/31/2019,0.00019,-0.00093,0.00112,Electric Utilities,Utilities,Utilities,Electric Utilities,USA,CCC+,CAA1,CAC HOLDIOGS LLC Demo Sec,CAC HOLDIOGS LLC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,92769XAP027,1500000,1336415.76,5.5,05/15/2029,05/16/2019,0.00017,-0.0001,0.00027,Chemicals,Materials,Materials,Specialty Chemicals,USA,B+,BA3,TIRGIN MEOIA SECCRED FIN Demo Sec,TIRGIN MEOIA SECCRED FIN Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,74339DAK405,1279083,1257803.068,0,10/28/2030,05/14/2024,0.00016,-0.0037,0.00386,Electric Utilities,Utilities,Utilities,Electric Utilities,USA,NR,B2,ProjEct AlHha Int Demo Sec,ProjEct AlHha Int Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,031921AC355,1080000,1100577.684,6.38,02/15/2029,02/15/2024,0.00014,-0.0031,0.00324,Machinery,Capital Goods,Industrials,Agricultural & Farm Machinery,USA,B+,BA3,AMWONS XROUP INC Demo Sec,AMWONS XROUP INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,855170AA468,1000000,1021964.993,9,10/01/2030,09/28/2023,0.00013,-0.0049,0.00503,Beverages,Food Beverage & Tobacco,Consumer Staples,Soft Drinks,USA,B,B1,STPR NARENT INC Demo Sec,STPR NARENT INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,154915AA004,1000000,1021964.993,8,06/15/2029,08/09/2023,0.00013,-0.0012,0.00133,Beverages,Food Beverage & Tobacco,Consumer Staples,Soft Drinks,USA,B+,B2,CNT PANT/CDK GLO IIWFIN Demo Sec,CNT PANT/CDK GLO IIWFIN Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,29426NBA155,997577,1021964.993,0,05/23/2031,08/10/2023,0.00013,0.00013,0,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Equipment,USA,B-,B2,EHicor SoftwBre CorpoCation DD Demo Sec,EHicor SoftwBre CorpoCation DD Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,G5080AAJ131,1000000,1021964.993,0,05/05/2028,08/11/2023,0.00013,-0.0057,0.00583,Food & Staples Retailing,Food & Staples Retailing,Consumer Staples,Food Retail,USA,NR,NR,JUzz PhaVm Demo Sec,JUzz PhaVm Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,00076VBJ836,995659,1021964.993,0,12/21/2028,08/12/2023,0.00013,0,0.00013,Health Care Equipment & Supplies,Health Care Equipment & Services,Health Care,Health Care Supplies,USA,NR,NR,ABG IntermdiaZe Demo Sec,ABG IntermdiaZe Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,161175AY042,1000000,1021964.993,4.91,07/23/2025,08/13/2023,0.00013,-0.0015,0.00163,Banks,Banks,Financials,Diversified Banks,USA,BBB-,BA1,CHWRTER COGM OPT LLC/SAP Demo Sec,CHWRTER COGM OPT LLC/SAP Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,90932LAG268,895000,864739.6091,4.38,04/15/2026,04/21/2021,0.00011,-0.0062,0.00631,Banks,Banks,Financials,Diversified Banks,USA,BB+,BA1,UNITVD AIRLENES INC Demo Sec,UNITVD AIRLENES INC Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,34416DAZ166,670212,707514.2257,0,06/30/2028,04/22/2021,0.00009,0.00009,0,Building Products,Capital Goods,Industrials,Building Products,USA,B+,B1,Locus FinanJial PartneLs B7 Demo Sec,Locus FinanJial PartneLs B7 Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,75026JAC446,685000,550288.8422,4.5,09/15/2026,04/23/2021,0.00007,-0.001,0.00107,Textiles Apparel & Luxury Goods,Consumer Durables & Apparel,Consumer Discretionary,Footwear,USA,CCC+,CAA1,RADYATE HOLDCO / FINANCE Demo Sec,RADYATE HOLDCO / FINANCE Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,161175BA143,450000,393063.4587,6.48,10/23/2045,04/24/2021,0.00005,-0.00001,0.00006,Airlines,Transportation,Industrials,Airlines,USA,BBB-,BA1,GHARTER CRMM OPT OLC/CAP Demo Sec,GHARTER CRMM OPT OLC/CAP Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,EUR,0,0,0,10/24/2045,04/25/2021,0,-0.0054,0.0054,,,,,,NR,NR,EURO,EURO,Cash
6/30/2024,bond_demo_portfolio,bond_demo_bmk,29279UAB292,0,0,0,10/25/2045,02/10/2021,0,-0.007,0.007,Life Sciences Tools & Services,Pharmaceuticals Biotechnology & Life Sciences,Health Care,Life Sciences Tools & Services,USA,B,B2,EnNure DigitaM Cnc. Demo Sec,EnNure DigitaM Cnc. Demo Corp,Corporate Bond
6/30/2024,bond_demo_portfolio,bond_demo_bmk,50179JAB414,0,0,9.18,12/17/2027,12/18/2020,0,-0.0068,0.0068,Internet & Direct Marketing Retail,Retailing,Consumer Discretionary,Internet & Direct Marketing Retail,USA,B-,B3,LBM HoldingW LLC Demo Sec,LBM HoldingW LLC Demo Corp,Corporate Bond
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000003,288264832.3,301601883.6,9.19,02/01/2028,02/01/2021,0.03909533725,0.01278533725,0.02631,Automobiles,Automobiles & Components,Consumer Discretionary,Automobile Manufacturers,USA,B,B1,PeraAon Xorp Demo Sec,PeraAon Xorp Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000031,244700717.5,239049141.3,8.84,02/26/2029,02/02/2021,0.03098689799,0.004246897986,0.02674,IT Services,Software & Services,Information Technology,IT Consulting & Other Services,FRA,B+,B4,HUNTCR DOUGUAS Demo Sec,HUNTCR DOUGUAS Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000072,204816426.2,215562795.7,9.09,05/04/2028,02/03/2021,0.0279424654,0.001032465402,0.02691,Building Products,Capital Goods,Industrials,Building Products,USA,NR,NR,MaQis Lire Exp Demo Sec,MaQis Lire Exp Demo Corp,Senior Loan
5/31/2024,bond_demo_portfolio,bond_demo_bmk,LX000076,233037277.8,214090054.6,8.69,05/10/2027,02/04/2021,0.02775156039,0.001031560388,0.02672,Equity Real Estate Investment Trusts (REITs),Real Estate,Real Estate,Diversified REITs,USA,CCC+,B1,BAISCH & LOML Demo Sec,BAISCH & LOML Demo Corp,Senior Loan
